,Unnamed: 0,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
67,67,ZRH,Zurich,SFO,San Francisco,10,45,"[10, 2, 1]","[45, 5, 35]",a3324d76bfb486cb3b16713849f849ae,3613.0,2,13,85,780,865,1559792590.008519
68,68,ZRH,Zurich,SFO,San Francisco,4,42,"[4, 9]","[42, 4]",71e5fd46a4c4bffb480fd302d1436f9d,1439.0,1,13,46,780,826,1559792590.008519
69,69,SFO,San Francisco,ZRH,Zurich,2,15,"[2, 11]","[15, 0]",c566cc10dc86ddbb3d265ba42b345202,1417.0,1,13,15,780,795,1559792590.008519
70,70,ZRH,Zurich,SFO,San Francisco,11,0,"[11, 0]","[0, 55]",a93882c8b6678a14da988e88223a8972,1248.0,1,11,55,660,715,1559792590.008519
0,0,BCN,Barcelona,SFO,San Francisco,5,33,"[5, 7]","[33, 55]",8caeef3ae7bfe6e0b6f74b3311f40561,868.0,1,12,88,720,808,1559792721.654575
1,1,BCN,Barcelona,SFO,San Francisco,5,5,"[5, 1, 7]","[5, 15, 15]",53ad1543ea2af38fe0e6c2c26f7630ec,1265.0,2,13,35,780,815,1559792721.654575
2,2,BCN,Barcelona,SFO,San Francisco,4,35,"[4, 7, 2]","[35, 28, 10]",2d1d54beeec2de1b49a9ba0b5ea2bfdb,889.0,2,13,73,780,853,1559792721.654575
3,3,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",5dfa4f4af8cae43485dc5ac08bb3a6a3,1037.0,1,12,35,720,755,1559792721.654575
4,4,SFO,San Francisco,BCN,Barcelona,2,25,"[2, 8, 5]","[25, 58, 5]",d789d40d0b81a13a5995c8bccee25c0e,889.0,2,15,88,900,988,1559792721.654575
5,5,SFO,San Francisco,BCN,Barcelona,1,55,"[1, 11]","[55, 25]",c728c212abb1a0a1fb168dfc93c29193,1658.0,1,12,80,720,800,1559792721.654575
6,6,BCN,Barcelona,SFO,San Francisco,10,55,"[10, 1]","[55, 45]",0f22db2ce1c73800f8cb40e76278ed5b,898.0,1,11,100,660,760,1559792721.654575
7,7,BCN,Barcelona,SFO,San Francisco,11,25,[11],[25],3f27e463d399a187def39f5a9b725804,1023.0,0,11,25,660,685,1559792721.654575
8,8,SFO,San Francisco,BCN,Barcelona,3,25,"[3, 13]","[25, 25]",6fb195957ddfbc1ec3cb523c58b346b5,1769.0,1,16,50,960,1010,1559792721.654575
9,9,BCN,Barcelona,SFO,San Francisco,13,0,"[13, 3]","[0, 55]",3b33143e6bfa65875924a767177c48bd,1769.0,1,16,55,960,1015,1559792721.654575
10,10,BCN,Barcelona,SFO,San Francisco,10,50,"[10, 2]","[50, 0]",03f2001506c64030b7aceb478428d36a,1089.0,1,12,50,720,770,1559792721.654575
11,11,SFO,San Francisco,BCN,Barcelona,1,25,"[1, 12]","[25, 50]",461176e3183e954020b338d99d5d326b,1105.0,1,13,75,780,855,1559792721.654575
12,12,BCN,Barcelona,SFO,San Francisco,10,55,"[10, 2, 1]","[55, 5, 50]",6a4040f1d67c8cbed81ace0739d7c887,1658.0,2,13,110,780,890,1559792721.654575
13,13,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",11b3a2c3f4019e4270e1988dbaff063c,1207.0,1,12,35,720,755,1559792721.654575
14,14,BCN,Barcelona,SFO,San Francisco,3,44,"[3, 9, 2]","[44, 5, 10]",75fd3fa50ba72fd8bfb4700351e89d2c,4324.0,2,14,59,840,899,1559792721.654575
15,15,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",ce3b0202d43910e6772d4247f0583808,1207.0,1,12,35,720,755,1559792721.654575
16,16,SFO,San Francisco,BCN,Barcelona,1,55,"[1, 12]","[55, 20]",4106398536457855aee4d95f1fe8535e,4288.0,1,13,75,780,855,1559792721.654575
17,17,BCN,Barcelona,SFO,San Francisco,4,35,"[4, 7, 1]","[35, 57, 50]",42733c5bfbdc3348b1489ee5a324f2a2,903.0,2,12,142,720,862,1559792721.654575
18,18,BCN,Barcelona,SFO,San Francisco,11,5,"[11, 2]","[5, 0]",55b70a0fcdc2b733721f267980b03cdf,1296.0,1,13,5,780,785,1559792721.654575
19,19,BCN,Barcelona,SFO,San Francisco,5,21,"[5, 8]","[21, 30]",31b8c336193de15c44e170600d937abe,1512.0,1,13,51,780,831,1559792721.654575
20,20,BCN,Barcelona,SFO,San Francisco,3,44,"[3, 9, 2]","[44, 5, 10]",29339eb7421af6b8662c2d610de76e00,618.0,2,14,59,840,899,1559792721.654575
21,21,BCN,Barcelona,SFO,San Francisco,10,15,"[10, 2]","[15, 35]",b96ab7627a42727d3e74b97278e042f1,1384.0,1,12,50,720,770,1559792721.654575
22,22,BCN,Barcelona,SFO,San Francisco,10,20,"[10, 2]","[20, 5]",203a737723f1ab099d73254d6e587c41,904.0,1,12,25,720,745,1559792721.654575
23,23,BCN,Barcelona,SFO,San Francisco,4,29,"[4, 8, 1]","[29, 10, 15]",15e88725d3941d28aba3cd23e076b402,1360.0,2,13,54,780,834,1559792721.654575
24,24,BCN,Barcelona,SFO,San Francisco,4,42,"[4, 9]","[42, 6]",4a6f36657cb93509d24f919d6fa9275a,1191.0,1,13,48,780,828,1559792721.654575
25,25,SFO,San Francisco,BCN,Barcelona,2,40,"[2, 11]","[40, 0]",ceed5a5209bdfdb3c6e493675b248b7e,1384.0,1,13,40,780,820,1559792721.654575
26,26,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",4d229d03b745a409715c8223d4538f35,1532.0,1,12,35,720,755,1559792721.654575
27,27,BCN,Barcelona,SFO,San Francisco,4,35,"[4, 7, 1]","[35, 57, 50]",cee32659c020e8d3323e796839886292,903.0,2,12,142,720,862,1559792721.654575
28,28,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",83a7f93327a0ea19379e657f00a8558d,1207.0,1,12,35,720,755,1559792721.654575
29,29,BCN,Barcelona,SFO,San Francisco,10,55,"[10, 2, 1]","[55, 5, 50]",33495ccddad5888be32543b3ac07ccc2,1232.0,2,13,110,780,890,1559792721.654575
30,30,BCN,Barcelona,SFO,San Francisco,4,35,"[4, 7, 2]","[35, 28, 10]",c39f0017aa1373976e28d32fa65d1881,8825.0,2,13,73,780,853,1559792721.654575
31,31,BCN,Barcelona,SFO,San Francisco,5,45,"[5, 7]","[45, 45]",cf47aeb6751789691b769e4ab96955bc,868.0,1,12,90,720,810,1559792721.654575
32,32,BCN,Barcelona,SFO,San Francisco,4,50,"[4, 8]","[50, 0]",d17cf39cf2019f9287637b08be7b18af,1266.0,1,12,50,720,770,1559792721.654575
33,33,BCN,Barcelona,SFO,San Francisco,5,28,"[5, 7]","[28, 15]",61ec41967f361173e76010463367d214,1253.0,1,12,43,720,763,1559792721.654575
34,34,BCN,Barcelona,SFO,San Francisco,5,35,"[5, 7]","[35, 30]",c30ae67c29b0ef5304f086832980e2a2,1059.0,1,12,65,720,785,1559792721.654575
35,35,BCN,Barcelona,SFO,San Francisco,5,45,"[5, 7]","[45, 45]",06ca5e42b0a4b383693160d7a4687dba,0.0,1,12,90,720,810,1559792721.654575
36,36,BCN,Barcelona,SFO,San Francisco,4,35,"[4, 7, 1]","[35, 57, 50]",143726564bca48f0dddd35d646f310c4,8781.0,2,12,142,720,862,1559792721.654575
37,37,BCN,Barcelona,SFO,San Francisco,10,50,"[10, 2]","[50, 0]",cf0b62e3b17d6c920fe2f832bf87afec,893.0,1,12,50,720,770,1559792721.654575
38,38,BCN,Barcelona,SFO,San Francisco,4,42,"[4, 9]","[42, 6]",7b07d5aa1a694c08e3b1e321c2c77434,8704.0,1,13,48,780,828,1559792721.654575
39,39,BCN,Barcelona,SFO,San Francisco,10,45,"[10, 1]","[45, 45]",851c05266684e27eb6f7db30f6316b7f,898.0,1,11,90,660,750,1559792721.654575
40,40,BCN,Barcelona,SFO,San Francisco,5,33,"[5, 7]","[33, 55]",f4a764dd7d41f1287c1b577765e5d0a4,0.0,1,12,88,720,808,1559792721.654575
41,41,SFO,San Francisco,BCN,Barcelona,12,50,[12],[50],ed0681b3f7e96242a0cc33a88860dc6d,618.0,0,12,50,720,770,1559792721.654575
42,42,SFO,San Francisco,BCN,Barcelona,9,0,"[9, 5]","[0, 31]",202282da744538c4a971cf4ba4725c2c,893.0,1,14,31,840,871,1559792721.654575
43,43,BCN,Barcelona,SFO,San Francisco,11,0,"[11, 1]","[0, 45]",99afa2c35d91d7864b5e7547b15f8522,1070.0,1,12,45,720,765,1559792721.654575
44,44,SFO,San Francisco,BCN,Barcelona,2,25,"[2, 8, 4]","[25, 40, 37]",1629c17088694df762ce82cf3a5c6ee5,1512.0,2,14,102,840,942,1559792721.654575
45,45,BCN,Barcelona,SFO,San Francisco,10,25,"[10, 2]","[25, 10]",494a849034875024640d22428cbbe9be,4288.0,1,12,35,720,755,1559792721.654575
46,46,BCN,Barcelona,SFO,San Francisco,3,44,"[3, 9, 2]","[44, 10, 10]",be8d7ef136e2ef35b41d13cd9b7521d7,1105.0,2,14,64,840,904,1559792721.654575
0,0,GIG,Rio de Janeiro,SFO,San Francisco,5,35,"[5, 9, 1]","[35, 40, 0]",25027a8f3c19b09b648c778c7da8cc54,1650.0,2,15,75,900,975,1559792913.891712
1,1,SFO,San Francisco,GIG,Rio de Janeiro,7,17,"[7, 7]","[17, 33]",35274f8fefc9398f943e7aa309eaa962,1102.0,1,14,50,840,890,1559792913.891712
2,2,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",23746c2d87c3ac39d8b61131ea23da97,1784.0,2,14,82,840,922,1559792913.891712
3,3,GIG,Rio de Janeiro,SFO,San Francisco,3,47,"[3, 3, 8]","[47, 1, 25]",2964b6de6f5d9b8e600927429705ce89,1776.0,2,14,73,840,913,1559792913.891712
4,4,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",c6faaaa72e575aedaaa15352b0bf014c,1524.0,2,14,81,840,921,1559792913.891712
5,5,SFO,San Francisco,GIG,Rio de Janeiro,1,50,"[1, 7, 6]","[50, 50, 2]",176f330b8e7e7a065c9014bc9238882f,1346.0,2,14,102,840,942,1559792913.891712
6,6,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",bcf1ea81ca9e6dea3c8296f5f7ffba52,1459.0,2,14,81,840,921,1559792913.891712
7,7,GIG,Rio de Janeiro,SFO,San Francisco,4,29,"[4, 3, 8]","[29, 11, 25]",3f84974662e018cc0321d241831447a2,1776.0,2,15,65,900,965,1559792913.891712
8,8,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 25, 10]",e121931e578ea305c1d9940604dd7967,1784.0,2,14,85,840,925,1559792913.891712
9,9,GIG,Rio de Janeiro,SFO,San Francisco,5,38,"[5, 2, 6]","[38, 59, 15]",9e645a908d18066b2840fab39695d56a,1740.0,2,13,112,780,892,1559792913.891712
10,10,GIG,Rio de Janeiro,SFO,San Francisco,7,15,"[7, 7]","[15, 10]",62ac564aa9bb73b00be6a3c36f9c908f,1102.0,1,14,25,840,865,1559792913.891712
11,11,GIG,Rio de Janeiro,SFO,San Francisco,5,21,"[5, 2, 8]","[21, 19, 25]",3d18b031d09f1c9f29a5387bed18f6fe,1454.0,2,15,65,900,965,1559792913.891712
12,12,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",792d3dcb5c592186290f99273b69b695,1784.0,2,14,81,840,921,1559792913.891712
13,13,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 0]",212eecfc9c918cf0f023ba424a3a2dd1,1784.0,2,14,80,840,920,1559792913.891712
14,14,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 25, 5]",ec6341992700ada0235aa9749dd7aad0,1784.0,2,14,80,840,920,1559792913.891712
15,15,GIG,Rio de Janeiro,SFO,San Francisco,7,15,"[7, 7]","[15, 11]",24f84dcd9a237709ba6a9943cbe7772e,1102.0,1,14,26,840,866,1559792913.891712
16,16,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 0]",e259ff135b3c9462e5c840e748e268ae,1784.0,2,14,80,840,920,1559792913.891712
17,17,GIG,Rio de Janeiro,SFO,San Francisco,5,38,"[5, 4, 4]","[38, 4, 55]",0cdae882a3ce5b0fea05aeedaf9481c4,976.0,2,13,97,780,877,1559792913.891712
18,18,GIG,Rio de Janeiro,SFO,San Francisco,5,12,"[5, 1, 8]","[12, 12, 25]",9b670d49ec67f70fb10e34c7bba9d79d,1776.0,2,14,49,840,889,1559792913.891712
19,19,GIG,Rio de Janeiro,SFO,San Francisco,5,14,"[5, 2, 8]","[14, 16, 25]",bc4b8698dba4a4ddf3735bafeecd06c7,1776.0,2,15,55,900,955,1559792913.891712
20,20,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",4bb81bc262d9990aefb5319a33b49e54,1346.0,2,14,82,840,922,1559792913.891712
21,21,SFO,San Francisco,GIG,Rio de Janeiro,6,35,"[6, 7, 1]","[35, 45, 30]",5f52bedf462d3af5a416dfdae9382e23,937.0,2,14,110,840,950,1559792913.891712
22,22,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",0307ce2231b0cd6f03fab28b193fc3b4,1524.0,2,14,82,840,922,1559792913.891712
23,23,GIG,Rio de Janeiro,SFO,San Francisco,4,45,"[4, 9, 1]","[45, 30, 0]",fa54dd6a6207aa660a52c121a877eccb,2472.0,2,14,75,840,915,1559792913.891712
24,24,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",454d0cb7261f5e2265eabfc397d00e27,1784.0,2,14,82,840,922,1559792913.891712
25,25,GIG,Rio de Janeiro,SFO,San Francisco,5,21,"[5, 2, 8]","[21, 22, 25]",6de3649fa735fce895c9b934be9084d3,1072.0,2,15,68,900,968,1559792913.891712
26,26,GIG,Rio de Janeiro,SFO,San Francisco,5,33,"[5, 3, 8]","[33, 9, 25]",36453dcf8fdaf94e7afdb047e6a722d1,1776.0,2,16,67,960,1027,1559792913.891712
27,27,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 7, 3]","[50, 15, 10]",577c4ea19622ce4fd98acb0c2eac88a6,1784.0,2,15,75,900,975,1559792913.891712
28,28,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 5]",f972b181482b4e82a378d08d3fc06eb8,1784.0,2,14,85,840,925,1559792913.891712
29,29,SFO,San Francisco,GIG,Rio de Janeiro,5,45,"[5, 4, 6]","[45, 24, 5]",b7071ca94b51e63ad52e3529be9b3ee1,1541.0,2,15,74,900,974,1559792913.891712
30,30,GIG,Rio de Janeiro,SFO,San Francisco,3,41,"[3, 3, 8]","[41, 1, 25]",0c0b104d4dbb543bb909033b4abb0870,1776.0,2,14,67,840,907,1559792913.891712
31,31,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 10]",bb1a4de8574b6affa53e81773e4c93a5,1784.0,2,14,90,840,930,1559792913.891712
32,32,GIG,Rio de Janeiro,SFO,San Francisco,1,44,"[1, 5, 8]","[44, 11, 25]",9fb36319d79d6cddfab2b8f5c2ca9dc6,1520.0,2,14,80,840,920,1559792913.891712
33,33,GIG,Rio de Janeiro,SFO,San Francisco,3,47,"[3, 10, 1]","[47, 15, 0]",8cd0d8bc6e91447097b357aa3c627ebe,1784.0,2,14,62,840,902,1559792913.891712
34,34,GIG,Rio de Janeiro,SFO,San Francisco,5,23,"[5, 8, 1]","[23, 50, 5]",cd8f10a3358fcd5e1720580350f27cd8,1983.0,2,14,78,840,918,1559792913.891712
35,35,GIG,Rio de Janeiro,SFO,San Francisco,5,35,"[5, 9, 1]","[35, 40, 0]",b1c18a70778c80fd1460651643d94401,1650.0,2,15,75,900,975,1559792913.891712
36,36,GIG,Rio de Janeiro,SFO,San Francisco,5,25,"[5, 4, 4]","[25, 4, 55]",ee6139de237c72b96668ea92574fc18a,1774.0,2,13,84,780,864,1559792913.891712
37,37,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8]","[50, 25]",c0932e7e1408e1705bfb8aeb8decbbd7,1194.0,1,13,75,780,855,1559792913.891712
38,38,GIG,Rio de Janeiro,SFO,San Francisco,4,45,"[4, 9]","[45, 37]",763fc9ad26b2fa1c2ea714d4b97b5d57,1069.0,1,13,82,780,862,1559792913.891712
39,39,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 0]",090ff635f6cd64c62a72a082127694f7,1784.0,2,14,80,840,920,1559792913.891712
40,40,GIG,Rio de Janeiro,SFO,San Francisco,3,56,"[3, 10]","[56, 10]",1c89b4fca4f358496904a8853e2a51d1,1319.0,1,13,66,780,846,1559792913.891712
41,41,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 7, 3]","[50, 15, 10]",7bd62d6f4a92ee9ff1c86b8055cef9f2,1784.0,2,15,75,900,975,1559792913.891712
42,42,GIG,Rio de Janeiro,SFO,San Francisco,7,23,"[7, 7]","[23, 10]",28183caa599c9a55b7529f517527c5e1,1102.0,1,14,33,840,873,1559792913.891712
43,43,GIG,Rio de Janeiro,SFO,San Francisco,5,16,"[5, 9, 1]","[16, 55, 0]",1e414cb62752236767aa29f6363c6325,1685.0,2,15,71,900,971,1559792913.891712
44,44,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 30, 5]",c7260bb4cd9bdb54b7cb85e498308c6c,1251.0,2,14,81,840,921,1559792913.891712
45,45,SFO,San Francisco,GIG,Rio de Janeiro,10,35,"[10, 4]","[35, 10]",b3cda79b0b4eebbbb6f3e4127518d8d7,1251.0,1,14,45,840,885,1559792913.891712
46,46,GIG,Rio de Janeiro,SFO,San Francisco,1,43,"[1, 5, 8]","[43, 1, 25]",623a3c370d6f5c5a25438b543b5d3830,1776.0,2,14,69,840,909,1559792913.891712
47,47,GIG,Rio de Janeiro,SFO,San Francisco,3,58,"[3, 10]","[58, 10]",43f3ae6ba66fea634fc5768f0fcf2af9,1319.0,1,13,68,780,848,1559792913.891712
48,48,SFO,San Francisco,GIG,Rio de Janeiro,7,28,"[7, 7]","[28, 35]",e3b65a61980ff9b9e4c5d804c4c12425,1102.0,1,14,63,840,903,1559792913.891712
49,49,GIG,Rio de Janeiro,SFO,San Francisco,5,58,"[5, 8, 1]","[58, 25, 10]",441f9bce242ec2132d80310a341fa1cc,1524.0,2,14,93,840,933,1559792913.891712
50,50,GIG,Rio de Janeiro,SFO,San Francisco,3,59,"[3, 10]","[59, 10]",4a79ece6eb3bd68b096ec38c98381578,1319.0,1,13,69,780,849,1559792913.891712
51,51,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",4d5b19b9fb5dde49b418dca424888d97,1524.0,2,14,82,840,922,1559792913.891712
52,52,GIG,Rio de Janeiro,SFO,San Francisco,5,52,"[5, 3, 8]","[52, 31, 25]",86becd59d953e0a8935dda602cff3e1c,1906.0,2,16,108,960,1068,1559792913.891712
53,53,GIG,Rio de Janeiro,SFO,San Francisco,5,38,"[5, 2, 6]","[38, 59, 15]",fbf9b76796cc72c31137294ff9a792ca,937.0,2,13,112,780,892,1559792913.891712
54,54,GIG,Rio de Janeiro,SFO,San Francisco,1,39,"[1, 5, 8]","[39, 11, 25]",ad668cb7e947aef3100fc5f28d7081cd,1776.0,2,14,75,840,915,1559792913.891712
55,55,GIG,Rio de Janeiro,SFO,San Francisco,4,0,"[4, 10]","[0, 10]",ffd83617229caf74e16542920687002e,1319.0,1,14,10,840,850,1559792913.891712
56,56,GIG,Rio de Janeiro,SFO,San Francisco,1,40,"[1, 5, 8]","[40, 20, 25]",85b098584d4ed5a1c6cc9595ea177527,1776.0,2,14,85,840,925,1559792913.891712
57,57,SFO,San Francisco,GIG,Rio de Janeiro,10,35,"[10, 4]","[35, 15]",8bef308e3ba2cd0bd058058abcdab259,1319.0,1,14,50,840,890,1559792913.891712
58,58,SFO,San Francisco,GIG,Rio de Janeiro,1,50,"[1, 7, 6]","[50, 50, 2]",69b81592d974282681ad6977e61b2c41,1201.0,2,14,102,840,942,1559792913.891712
59,59,GIG,Rio de Janeiro,SFO,San Francisco,5,58,"[5, 8, 1]","[58, 25, 0]",4ceb32fd9ece437ce24e6236926819b6,1784.0,2,14,83,840,923,1559792913.891712
60,60,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 3, 6]","[46, 48, 15]",4dda59d4040c02256949da80a5577f31,1541.0,2,14,109,840,949,1559792913.891712
61,61,GIG,Rio de Janeiro,SFO,San Francisco,3,42,"[3, 9, 4]","[42, 30, 7]",77284aae9bdab2324569c0a1e01fb3ca,1201.0,2,16,79,960,1039,1559792913.891712
62,62,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",54d0790f2a87b35efd6f23bec1a83431,1784.0,2,14,81,840,921,1559792913.891712
63,63,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 10]",e38f366372e9df4cd20e7a612dbc4c2d,1784.0,2,14,90,840,930,1559792913.891712
64,64,SFO,San Francisco,GIG,Rio de Janeiro,10,35,"[10, 4]","[35, 10]",80560d930840940b130e8ed04ba8d8e6,1319.0,1,14,45,840,885,1559792913.891712
65,65,GIG,Rio de Janeiro,SFO,San Francisco,3,46,"[3, 4, 6]","[46, 50, 15]",5baae8f18328f046f681ab23452c3a8b,1246.0,2,13,111,780,891,1559792913.891712
66,66,GIG,Rio de Janeiro,SFO,San Francisco,1,40,"[1, 5, 8]","[40, 11, 25]",989c31d59f42c30027a5d67bbdc8c2c8,1776.0,2,14,76,840,916,1559792913.891712
67,67,GIG,Rio de Janeiro,SFO,San Francisco,4,27,"[4, 3, 8]","[27, 11, 25]",5926287a494b6b6cd06cec6b7d62900d,1776.0,2,15,63,900,963,1559792913.891712
68,68,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 25, 10]",37953206976e471a18252894c573040f,1784.0,2,14,85,840,925,1559792913.891712
69,69,SFO,San Francisco,GIG,Rio de Janeiro,9,45,"[9, 5]","[45, 2]",f7f01dc5ca8882f6ec895406a2cdb3a1,1069.0,1,14,47,840,887,1559792913.891712
70,70,SFO,San Francisco,GIG,Rio de Janeiro,8,40,"[8, 6]","[40, 2]",d87090bb7f0dcdee4c39003889bc8fe3,1072.0,1,14,42,840,882,1559792913.891712
71,71,GIG,Rio de Janeiro,SFO,San Francisco,4,35,"[4, 9]","[35, 37]",044540f33aa027d3399f8c0ce9391cc3,1069.0,1,13,72,780,852,1559792913.891712
72,72,GIG,Rio de Janeiro,SFO,San Francisco,5,58,"[5, 8]","[58, 25]",21d446c43b5a13627583c517df4f02b3,1194.0,1,13,83,780,863,1559792913.891712
73,73,GIG,Rio de Janeiro,SFO,San Francisco,5,47,"[5, 8, 1]","[47, 25, 10]",30058f4249f4bcfa2dd6b6c12cd2826c,1459.0,2,14,82,840,922,1559792913.891712
74,74,GIG,Rio de Janeiro,SFO,San Francisco,5,21,"[5, 2, 8]","[21, 19, 25]",bd0b2624a9d1d8405ede5091b7018d98,1072.0,2,15,65,900,965,1559792913.891712
75,75,GIG,Rio de Janeiro,SFO,San Francisco,4,0,"[4, 10]","[0, 10]",000087277044bd22ee70eb2044e01208,1319.0,1,14,10,840,850,1559792913.891712
76,76,GIG,Rio de Janeiro,SFO,San Francisco,4,27,"[4, 3, 8]","[27, 18, 25]",f5886bb6558d0ccd6927c01b91d5a076,1776.0,2,15,70,900,970,1559792913.891712
77,77,GIG,Rio de Janeiro,SFO,San Francisco,5,58,"[5, 8, 1]","[58, 25, 10]",d49bd6daed310b95b54f19b235987139,1524.0,2,14,93,840,933,1559792913.891712
78,78,GIG,Rio de Janeiro,SFO,San Francisco,4,52,"[4, 9]","[52, 37]",d146f4b58aa15d13ccfd32ccd843e37f,1069.0,1,13,89,780,869,1559792913.891712
79,79,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 30, 0]",c3363e201b885f5f568c03adcf03c6d1,1784.0,2,14,80,840,920,1559792913.891712
80,80,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 25, 10]",5a531f97789165f346e70d32fafd547d,1784.0,2,14,85,840,925,1559792913.891712
81,81,GIG,Rio de Janeiro,SFO,San Francisco,5,23,"[5, 1, 8]","[23, 12, 25]",467798913f73907f60f702f85bd2b53e,1776.0,2,14,60,840,900,1559792913.891712
82,82,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",a270878b9ffc34d44f55bb43d56b5d2a,1784.0,2,14,81,840,921,1559792913.891712
83,83,GIG,Rio de Janeiro,SFO,San Francisco,4,36,"[4, 9]","[36, 37]",e3383d9f584d2ee54fdf61c87be1c309,1069.0,1,13,73,780,853,1559792913.891712
84,84,GIG,Rio de Janeiro,SFO,San Francisco,1,33,"[1, 10, 4]","[33, 50, 7]",626dea651f30446b79969a87d683d250,1776.0,2,15,90,900,990,1559792913.891712
85,85,GIG,Rio de Janeiro,SFO,San Francisco,1,42,"[1, 5, 8]","[42, 11, 25]",f14f70928eb2eabd27e0576c24edf58c,1776.0,2,14,78,840,918,1559792913.891712
86,86,GIG,Rio de Janeiro,SFO,San Francisco,3,55,"[3, 10]","[55, 10]",2eacc08750b2f021ff255934e7f410db,1319.0,1,13,65,780,845,1559792913.891712
87,87,GIG,Rio de Janeiro,SFO,San Francisco,3,41,"[3, 3, 8]","[41, 1, 25]",c1bbf378443b80c7f35da05cf383341a,1776.0,2,14,67,840,907,1559792913.891712
88,88,GIG,Rio de Janeiro,SFO,San Francisco,1,42,"[1, 5, 8]","[42, 20, 25]",29e9b65696ca83f59952cc401f05bf54,1776.0,2,14,87,840,927,1559792913.891712
89,89,GIG,Rio de Janeiro,SFO,San Francisco,5,46,"[5, 8, 1]","[46, 25, 10]",d7f5fe6d973b96ded3e42b889f417a53,1784.0,2,14,81,840,921,1559792913.891712
90,90,GIG,Rio de Janeiro,SFO,San Francisco,5,52,"[5, 10, 1]","[52, 0, 5]",c6a53ab5c2084ce572de62aee70f8a07,1914.0,2,16,57,960,1017,1559792913.891712
91,91,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8, 1]","[50, 25, 10]",6b0c40a9cbeda8d89442b7505a933b54,1784.0,2,14,85,840,925,1559792913.891712
92,92,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 7, 3]","[50, 15, 10]",6ddd053d379bc146bb009bd703a5d185,1346.0,2,15,75,900,975,1559792913.891712
93,93,GIG,Rio de Janeiro,SFO,San Francisco,4,40,"[4, 9]","[40, 37]",8cdc747fa0bb928a2be1440a57519df7,1069.0,1,13,77,780,857,1559792913.891712
94,94,GIG,Rio de Janeiro,SFO,San Francisco,4,42,"[4, 9]","[42, 37]",c575a8acc65fbac77216f510fee5ce29,1069.0,1,13,79,780,859,1559792913.891712
95,95,GIG,Rio de Janeiro,SFO,San Francisco,5,25,"[5, 2, 6]","[25, 59, 15]",940ac1e4d8cc23bd47ec238593f2ae14,1717.0,2,13,99,780,879,1559792913.891712
96,96,SFO,San Francisco,GIG,Rio de Janeiro,6,35,"[6, 5, 4]","[35, 10, 10]",d260a33e5bf004ca7c57bead43f45d8e,1246.0,2,15,55,900,955,1559792913.891712
